instance_id,sample_id,smell,severity_consensus,repository,original_commit_hash,commit_remapped,effective_commit_hash,path_at_label,code_name,join_level,wmc,cbo,dit,noc,rfc,lcom,loc,total_methods,total_fields,method_cyclomatic_complexity,ck_version
6430791::feature envy,6430791,feature envy,minor,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/milo-examples/server-examples/src/main/java/org/eclipse/milo/examples/server/ExampleNamespace.java,org.eclipse.milo.examples.server.ExampleNamespace#addDataAccessNodes UaFolderNode,method_fqcn+name+arity,,5,,,16,,18,,,2,0.7.0
6430791::long method,6430791,long method,minor,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/milo-examples/server-examples/src/main/java/org/eclipse/milo/examples/server/ExampleNamespace.java,org.eclipse.milo.examples.server.ExampleNamespace#addDataAccessNodes UaFolderNode,method_fqcn+name+arity,,5,,,16,,18,,,2,0.7.0
6431408::feature envy,6431408,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/BrowseDescription.java,org.eclipse.milo.opcua.stack.core.types.structured.BrowseDescription#getNodeClassMask,method_fqcn+name+arity,,1,,,0,,3,,,1,0.7.0
6431408::long method,6431408,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/BrowseDescription.java,org.eclipse.milo.opcua.stack.core.types.structured.BrowseDescription#getNodeClassMask,method_fqcn+name+arity,,1,,,0,,3,,,1,0.7.0
6431594::feature envy,6431594,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/DialogConditionNode.java,org.eclipse.milo.opcua.sdk.server.model.nodes.objects.DialogConditionNode#getOkResponse,method_fqcn+name+arity,,0,,,2,,4,,,1,0.7.0
6431594::long method,6431594,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/DialogConditionNode.java,org.eclipse.milo.opcua.sdk.server.model.nodes.objects.DialogConditionNode#getOkResponse,method_fqcn+name+arity,,0,,,2,,4,,,1,0.7.0
6431696::feature envy,6431696,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/ModelChangeStructureDataType.java,org.eclipse.milo.opcua.stack.core.types.structured.ModelChangeStructureDataType#toString,method_fqcn+name+arity,,0,,,3,,3,,,1,0.7.0
6431696::long method,6431696,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/ModelChangeStructureDataType.java,org.eclipse.milo.opcua.stack.core.types.structured.ModelChangeStructureDataType#toString,method_fqcn+name+arity,,0,,,3,,3,,,1,0.7.0
6432034::feature envy,6432034,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/OperationLimitsNode.java,org.eclipse.milo.opcua.sdk.server.model.nodes.objects.OperationLimitsNode#getMaxNodesPerHistoryUpdateDataNode,method_fqcn+name+arity,,2,,,2,,4,,,1,0.7.0
6432034::long method,6432034,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/OperationLimitsNode.java,org.eclipse.milo.opcua.sdk.server.model.nodes.objects.OperationLimitsNode#getMaxNodesPerHistoryUpdateDataNode,method_fqcn+name+arity,,2,,,2,,4,,,1,0.7.0
6432897::blob,6432897,blob,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/types/objects/SystemOffNormalAlarmType.java,org.eclipse.milo.opcua.sdk.server.model.types.objects.SystemOffNormalAlarmType,class_fqcn,0,1,1,0,0,0,2,0,0,,0.7.0
6432897::data class,6432897,data class,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/types/objects/SystemOffNormalAlarmType.java,org.eclipse.milo.opcua.sdk.server.model.types.objects.SystemOffNormalAlarmType,class_fqcn,0,1,1,0,0,0,2,0,0,,0.7.0
6434677::blob,6434677,blob,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/methods/GetRejectedListMethod.java,org.eclipse.milo.opcua.sdk.server.model.methods.GetRejectedListMethod,class_fqcn,5,9,2,0,4,10,18,5,1,,0.7.0
6434677::data class,6434677,data class,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/methods/GetRejectedListMethod.java,org.eclipse.milo.opcua.sdk.server.model.methods.GetRejectedListMethod,class_fqcn,5,9,2,0,4,10,18,5,1,,0.7.0
6435518::feature envy,6435518,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/QueryNextResponse.java,org.eclipse.milo.opcua.stack.core.types.structured.QueryNextResponse#getTypeId,method_fqcn+name+arity,,1,,,0,,3,,,1,0.7.0
6435518::long method,6435518,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/QueryNextResponse.java,org.eclipse.milo.opcua.stack.core.types.structured.QueryNextResponse#getTypeId,method_fqcn+name+arity,,1,,,0,,3,,,1,0.7.0
6436372::feature envy,6436372,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/events/conversions/DoubleConversions.java,org.eclipse.milo.opcua.sdk.server.events.conversions.DoubleConversions.doubleToInt32 Double,method_fqcn+name+arity,,2,,,1,,9,,,3,0.7.0
6436372::long method,6436372,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/events/conversions/DoubleConversions.java,org.eclipse.milo.opcua.sdk.server.events.conversions.DoubleConversions.doubleToInt32 Double,method_fqcn+name+arity,,2,,,1,,9,,,3,0.7.0
6437408::blob,6437408,blob,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/UaServiceFaultException.java,org.eclipse.milo.opcua.stack.core.UaServiceFaultException,class_fqcn,3,2,4,0,2,0,14,3,1,,0.7.0
6437408::data class,6437408,data class,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/UaServiceFaultException.java,org.eclipse.milo.opcua.stack.core.UaServiceFaultException,class_fqcn,3,2,4,0,2,0,14,3,1,,0.7.0
6437526::blob,6437526,blob,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-core/src/main/java/org/eclipse/milo/opcua/sdk/core/util/StreamUtil.java,org.eclipse.milo.opcua.sdk.core.util.StreamUtil,class_fqcn,1,1,1,0,2,0,5,1,0,,0.7.0
6437526::data class,6437526,data class,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-core/src/main/java/org/eclipse/milo/opcua/sdk/core/util/StreamUtil.java,org.eclipse.milo.opcua.sdk.core.util.StreamUtil,class_fqcn,1,1,1,0,2,0,5,1,0,,0.7.0
6438819::blob,6438819,blob,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/EventFilter.java,org.eclipse.milo.opcua.stack.core.types.structured.EventFilter,class_fqcn,8,6,3,0,3,10,49,8,5,,0.7.0
6438819::data class,6438819,data class,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/EventFilter.java,org.eclipse.milo.opcua.stack.core.types.structured.EventFilter,class_fqcn,8,6,3,0,3,10,49,8,5,,0.7.0
6445236::feature envy,6445236,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/ContentFilter.java,org.eclipse.milo.opcua.stack.core.types.structured.ContentFilter.Codec#decode UaDecoder,method_fqcn+name+arity,,3,,,1,,4,,,1,0.7.0
6445236::long method,6445236,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/ContentFilter.java,org.eclipse.milo.opcua.stack.core.types.structured.ContentFilter.Codec#decode UaDecoder,method_fqcn+name+arity,,3,,,1,,4,,,1,0.7.0
6445238::blob,6445238,blob,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/OptionSet.java,org.eclipse.milo.opcua.stack.core.types.structured.OptionSet,class_fqcn,8,4,2,0,3,10,47,8,5,,0.7.0
6445238::data class,6445238,data class,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/OptionSet.java,org.eclipse.milo.opcua.stack.core.types.structured.OptionSet,class_fqcn,8,4,2,0,3,10,47,8,5,,0.7.0
6445781::feature envy,6445781,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/util/ManifestUtil.java,org.eclipse.milo.opcua.stack.core.util.ManifestUtil.load,method_fqcn+name+arity,,1,,,6,,12,,,3,0.7.0
6445781::long method,6445781,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/util/ManifestUtil.java,org.eclipse.milo.opcua.stack.core.util.ManifestUtil.load,method_fqcn+name+arity,,1,,,6,,12,,,3,0.7.0
6446491::blob,6446491,blob,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/TripAlarmNode.java,org.eclipse.milo.opcua.sdk.server.model.nodes.objects.TripAlarmNode,class_fqcn,2,8,9,0,0,1,8,2,0,,0.7.0
6446491::data class,6446491,data class,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/TripAlarmNode.java,org.eclipse.milo.opcua.sdk.server.model.nodes.objects.TripAlarmNode,class_fqcn,2,8,9,0,0,1,8,2,0,,0.7.0
6459836::feature envy,6459836,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode79,method_fqcn+name+arity,,10,,,6,,13,,,1,0.7.0
6459836::long method,6459836,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode79,method_fqcn+name+arity,,10,,,6,,13,,,1,0.7.0
6459837::feature envy,6459837,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode80,method_fqcn+name+arity,,10,,,6,,12,,,1,0.7.0
6459837::long method,6459837,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode80,method_fqcn+name+arity,,10,,,6,,12,,,1,0.7.0
6462019::feature envy,6462019,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode462,method_fqcn+name+arity,,10,,,6,,13,,,1,0.7.0
6462019::long method,6462019,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode462,method_fqcn+name+arity,,10,,,6,,13,,,1,0.7.0
6462072::feature envy,6462072,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode515,method_fqcn+name+arity,,10,,,6,,12,,,1,0.7.0
6462072::long method,6462072,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode515,method_fqcn+name+arity,,10,,,6,,12,,,1,0.7.0
6465533::feature envy,6465533,feature envy,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode1076,method_fqcn+name+arity,,10,,,6,,13,,,1,0.7.0
6465533::long method,6465533,long method,none,git@github.com:eclipse/milo.git,e752e540d31eb3c226e6e79dd197c54d7d254685,False,e752e540d31eb3c226e6e79dd197c54d7d254685,/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/namespaces/loader/UaVariableLoader.java,org.eclipse.milo.opcua.sdk.server.namespaces.loader.UaVariableLoader#buildNode1076,method_fqcn+name+arity,,10,,,6,,13,,,1,0.7.0
6544247::blob,6544247,blob,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts/src-gen/org/eclipse/n4js/ts/services/TypeExpressionsGrammarAccess.java,org.eclipse.n4js.ts.services.TypeExpressionsGrammarAccess.TypeRefWithoutModifiersElements,class_fqcn,12,8,2,0,4,66,50,12,12,,0.7.0
6544247::data class,6544247,data class,minor,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts/src-gen/org/eclipse/n4js/ts/services/TypeExpressionsGrammarAccess.java,org.eclipse.n4js.ts.services.TypeExpressionsGrammarAccess.TypeRefWithoutModifiersElements,class_fqcn,12,8,2,0,4,66,50,12,12,,0.7.0
6546019::blob,6546019,blob,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts.model/emf-gen/org/eclipse/n4js/ts/typeRefs/Wildcard.java,org.eclipse.n4js.ts.typeRefs.Wildcard,class_fqcn,9,2,1,0,0,36,11,9,0,,0.7.0
6546019::data class,6546019,data class,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts.model/emf-gen/org/eclipse/n4js/ts/typeRefs/Wildcard.java,org.eclipse.n4js.ts.typeRefs.Wildcard,class_fqcn,9,2,1,0,0,36,11,9,0,,0.7.0
6546066::blob,6546066,blob,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js/src/org/eclipse/n4js/validation/validators/N4JSLambdaValidator.java,org.eclipse.n4js.validation.validators.N4JSLambdaValidator,class_fqcn,5,8,2,0,9,3,19,3,1,,0.7.0
6546066::data class,6546066,data class,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js/src/org/eclipse/n4js/validation/validators/N4JSLambdaValidator.java,org.eclipse.n4js.validation.validators.N4JSLambdaValidator,class_fqcn,5,8,2,0,9,3,19,3,1,,0.7.0
6546542::blob,6546542,blob,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ui/src-gen/org/eclipse/n4js/ui/editor/syntaxcoloring/InternalN4JSParser.java,org.eclipse.n4js.ui.editor.syntaxcoloring.InternalN4JSParser.ruleDoubleLiteral_return,class_fqcn,0,1,2,0,0,0,2,0,0,,0.7.0
6546542::data class,6546542,data class,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ui/src-gen/org/eclipse/n4js/ui/editor/syntaxcoloring/InternalN4JSParser.java,org.eclipse.n4js.ui.editor.syntaxcoloring.InternalN4JSParser.ruleDoubleLiteral_return,class_fqcn,0,1,2,0,0,0,2,0,0,,0.7.0
6546622::feature envy,6546622,feature envy,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.semver/src-gen/org/eclipse/n4js/semver/services/SemverGrammarAccess.java,org.eclipse.n4js.semver.services.SemverGrammarAccess#getWILDCARDAccess,method_fqcn+name+arity,,1,,,0,,3,,,1,0.7.0
6546622::long method,6546622,long method,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.semver/src-gen/org/eclipse/n4js/semver/services/SemverGrammarAccess.java,org.eclipse.n4js.semver.services.SemverGrammarAccess#getWILDCARDAccess,method_fqcn+name+arity,,1,,,0,,3,,,1,0.7.0
6605165::feature envy,6605165,feature envy,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ui/src-gen/org/eclipse/n4js/ui/editor/syntaxcoloring/InternalN4JSParser.java,org.eclipse.n4js.ui.editor.syntaxcoloring.InternalN4JSParser#synpred200_InternalN4JSParser_fragment,method_fqcn+name+arity,,1,,,2,,14,,,2,0.7.0
6605165::long method,6605165,long method,minor,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ui/src-gen/org/eclipse/n4js/ui/editor/syntaxcoloring/InternalN4JSParser.java,org.eclipse.n4js.ui.editor.syntaxcoloring.InternalN4JSParser#synpred200_InternalN4JSParser_fragment,method_fqcn+name+arity,,1,,,2,,14,,,2,0.7.0
6610923::feature envy,6610923,feature envy,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts.ui/src-gen/org/eclipse/n4js/ts/ui/contentassist/antlr/lexer/InternalTypesLexer.java,org.eclipse.n4js.ts.ui.contentassist.antlr.lexer.InternalTypesLexer#mClass,method_fqcn+name+arity,,0,,,1,,13,,,1,0.7.0
6610923::long method,6610923,long method,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts.ui/src-gen/org/eclipse/n4js/ts/ui/contentassist/antlr/lexer/InternalTypesLexer.java,org.eclipse.n4js.ts.ui.contentassist.antlr.lexer.InternalTypesLexer#mClass,method_fqcn+name+arity,,0,,,1,,13,,,1,0.7.0
6610938::feature envy,6610938,feature envy,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts.ui/src-gen/org/eclipse/n4js/ts/ui/contentassist/antlr/lexer/InternalTypesLexer.java,org.eclipse.n4js.ts.ui.contentassist.antlr.lexer.InternalTypesLexer#mThis_1,method_fqcn+name+arity,,0,,,1,,13,,,1,0.7.0
6610938::long method,6610938,long method,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts.ui/src-gen/org/eclipse/n4js/ts/ui/contentassist/antlr/lexer/InternalTypesLexer.java,org.eclipse.n4js.ts.ui.contentassist.antlr.lexer.InternalTypesLexer#mThis_1,method_fqcn+name+arity,,0,,,1,,13,,,1,0.7.0
6610964::feature envy,6610964,feature envy,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts.ui/src-gen/org/eclipse/n4js/ts/ui/contentassist/antlr/lexer/InternalTypesLexer.java,org.eclipse.n4js.ts.ui.contentassist.antlr.lexer.InternalTypesLexer#mFullStop,method_fqcn+name+arity,,0,,,1,,13,,,1,0.7.0
6610964::long method,6610964,long method,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.ts.ui/src-gen/org/eclipse/n4js/ts/ui/contentassist/antlr/lexer/InternalTypesLexer.java,org.eclipse.n4js.ts.ui.contentassist.antlr.lexer.InternalTypesLexer#mFullStop,method_fqcn+name+arity,,0,,,1,,13,,,1,0.7.0
6611503::blob,6611503,blob,minor,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js/src/org/eclipse/n4js/validation/validators/utils/MemberMatrix.java,org.eclipse.n4js.validation.validators.utils.MemberMatrix,class_fqcn,74,8,2,0,42,239,332,27,10,,0.7.0
6611503::data class,6611503,data class,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js/src/org/eclipse/n4js/validation/validators/utils/MemberMatrix.java,org.eclipse.n4js.validation.validators.utils.MemberMatrix,class_fqcn,74,8,2,0,42,239,332,27,10,,0.7.0
6613156::blob,6613156,blob,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.utils/src/org/eclipse/n4js/utils/Procedure.java,org.eclipse.n4js.utils.Procedure,class_fqcn,2,3,1,0,1,1,7,2,0,,0.7.0
6613156::data class,6613156,data class,none,git@github.com:eclipse/n4js.git,f715912fce0352ab574ff878086f77d17a78c908,False,f715912fce0352ab574ff878086f77d17a78c908,/plugins/org.eclipse.n4js.utils/src/org/eclipse/n4js/utils/Procedure.java,org.eclipse.n4js.utils.Procedure,class_fqcn,2,3,1,0,1,1,7,2,0,,0.7.0
